"Orthogroup" "dup_1" "dup_2" "duplicate_pair_species"
"313" "OG0001233" "FBgn0140607" "FBgn0145771" "Drosophila_mojavensis_prot"
"314" "OG0001234" "FBgn0136600" "FBgn0139824" "Drosophila_mojavensis_prot"
"315" "OG0001235" "FBgn0095037" "FBgn0097650" "Drosophila_ananassae_prot"
"316" "OG0001236" "FBgn0137622" "FBgn0139765" "Drosophila_mojavensis_prot"
"317" "OG0001237" "FBgn0144448" "FBgn0144449" "Drosophila_mojavensis_prot"
"318" "OG0001238" "FBgn0132845" "FBgn0281669" "Drosophila_mojavensis_prot"
"319" "OG0001239" "FBgn0032897" "FBgn0032899" "Drosophila_melanogaster_prot"
"320" "OG0001240" "FBgn0138390" "FBgn0146569" "Drosophila_mojavensis_prot"
"321" "OG0001241" "FBgn0139088" "FBgn0146922" "Drosophila_mojavensis_prot"
"322" "OG0001242" "FBgn0098197" "FBgn0099157" "Drosophila_ananassae_prot"
"323" "OG0001243" "FBgn0138865" "FBgn0138866" "Drosophila_mojavensis_prot"
"324" "OG0001244" "FBgn0138416" "FBgn0144422" "Drosophila_mojavensis_prot"
"325" "OG0001245" "FBgn0030629" "FBgn0030630" "Drosophila_melanogaster_prot"
"326" "OG0001246" "FBgn0137164" "FBgn0139014" "Drosophila_mojavensis_prot"
"327" "OG0001247" "FBgn0098354" "FBgn0099800" "Drosophila_ananassae_prot"
"328" "OG0001248" "FBgn0138908" "FBgn0139135" "Drosophila_mojavensis_prot"
"329" "OG0001249" "FBgn0029694" "FBgn0037910" "Drosophila_melanogaster_prot"
"330" "OG0001250" "FBgn0138898" "FBgn0143365" "Drosophila_mojavensis_prot"
"331" "OG0001251" "FBgn0133908" "FBgn0281130" "Drosophila_mojavensis_prot"
"332" "OG0001252" "FBgn0040968" "FBgn0259989" "Drosophila_melanogaster_prot"
"333" "OG0001253" "FBgn0098626" "FBgn0099479" "Drosophila_ananassae_prot"
"334" "OG0001254" "FBgn0132848" "FBgn0140414" "Drosophila_mojavensis_prot"
"335" "OG0001255" "FBgn0087432" "FBgn0098720" "Drosophila_ananassae_prot"
"336" "OG0001256" "FBgn0098748" "FBgn0273488" "Drosophila_ananassae_prot"
"337" "OG0001257" "FBgn0098749" "FBgn0099693" "Drosophila_ananassae_prot"
"338" "OG0001258" "FBgn0138459" "FBgn0140819" "Drosophila_mojavensis_prot"
"339" "OG0001259" "FBgn0098826" "FBgn0099694" "Drosophila_ananassae_prot"
"340" "OG0001260" "FBgn0137722" "FBgn0140342" "Drosophila_mojavensis_prot"
"341" "OG0001261" "FBgn0040382" "FBgn0262683" "Drosophila_melanogaster_prot"
"342" "OG0001262" "FBgn0280558" "FBgn0280841" "Drosophila_mojavensis_prot"
"343" "OG0001263" "FBgn0138571" "FBgn0139109" "Drosophila_mojavensis_prot"
"344" "OG0001264" "FBgn0029825" "FBgn0052756" "Drosophila_melanogaster_prot"
"345" "OG0001265" "FBgn0138067" "FBgn0280837" "Drosophila_mojavensis_prot"
"346" "OG0001266" "FBgn0040339" "FBgn0052971" "Drosophila_melanogaster_prot"
"347" "OG0001267" "FBgn0099133" "FBgn0099134" "Drosophila_ananassae_prot"
"348" "OG0001268" "FBgn0091014" "FBgn0099215" "Drosophila_ananassae_prot"
"349" "OG0001270" "FBgn0030773" "FBgn0052523" "Drosophila_melanogaster_prot"
"350" "OG0001271" "FBgn0136768" "FBgn0136886" "Drosophila_mojavensis_prot"
"351" "OG0001273" "FBgn0099409" "FBgn0099410" "Drosophila_ananassae_prot"
"352" "OG0001274" "FBgn0099412" "FBgn0099414" "Drosophila_ananassae_prot"
"353" "OG0001275" "FBgn0139689" "FBgn0281311" "Drosophila_mojavensis_prot"
"354" "OG0001276" "FBgn0134778" "FBgn0137610" "Drosophila_mojavensis_prot"
"355" "OG0001277" "FBgn0093789" "FBgn0099689" "Drosophila_ananassae_prot"
"356" "OG0001278" "FBgn0140200" "FBgn0140201" "Drosophila_mojavensis_prot"
"357" "OG0001279" "FBgn0085210" "FBgn0260969" "Drosophila_melanogaster_prot"
"358" "OG0001280" "FBgn0099745" "FBgn0100766" "Drosophila_ananassae_prot"
"359" "OG0001281" "FBgn0032124" "FBgn0263314" "Drosophila_melanogaster_prot"
"360" "OG0001282" "FBgn0099788" "FBgn0099793" "Drosophila_ananassae_prot"
"361" "OG0001283" "FBgn0136483" "FBgn0140823" "Drosophila_mojavensis_prot"
"362" "OG0001284" "FBgn0099900" "FBgn0099902" "Drosophila_ananassae_prot"
"363" "OG0001285" "FBgn0145850" "FBgn0146130" "Drosophila_mojavensis_prot"
"364" "OG0001286" "FBgn0133442" "FBgn0144957" "Drosophila_mojavensis_prot"
"365" "OG0001287" "FBgn0002869" "FBgn0038790" "Drosophila_melanogaster_prot"
"366" "OG0001288" "FBgn0144460" "FBgn0144657" "Drosophila_mojavensis_prot"
"367" "OG0001289" "FBgn0141904" "FBgn0145340" "Drosophila_mojavensis_prot"
"368" "OG0001290" "FBgn0058002" "FBgn0085736" "Drosophila_melanogaster_prot"
"369" "OG0001291" "FBgn0140357" "FBgn0140358" "Drosophila_mojavensis_prot"
"370" "OG0001292" "FBgn0032505" "FBgn0053109" "Drosophila_melanogaster_prot"
"371" "OG0001293" "FBgn0133313" "FBgn0147608" "Drosophila_mojavensis_prot"
"372" "OG0001294" "FBgn0146004" "FBgn0147028" "Drosophila_mojavensis_prot"
"373" "OG0001295" "FBgn0133387" "FBgn0141375" "Drosophila_mojavensis_prot"
"374" "OG0001296" "FBgn0039800" "FBgn0039801" "Drosophila_melanogaster_prot"
"375" "OG0001297" "FBgn0100333" "FBgn0275379" "Drosophila_ananassae_prot"
"376" "OG0001298" "FBgn0087983" "FBgn0100464" "Drosophila_ananassae_prot"
"377" "OG0001299" "FBgn0100484" "FBgn0100485" "Drosophila_ananassae_prot"
"378" "OG0001300" "FBgn0024921" "FBgn0035693" "Drosophila_melanogaster_prot"
"379" "OG0001301" "FBgn0138475" "FBgn0139301" "Drosophila_mojavensis_prot"
"380" "OG0001302" "FBgn0134092" "FBgn0146621" "Drosophila_mojavensis_prot"
"381" "OG0001303" "FBgn0135004" "FBgn0135845" "Drosophila_mojavensis_prot"
"382" "OG0001304" "FBgn0032631" "FBgn0264486" "Drosophila_melanogaster_prot"
"383" "OG0001306" "FBgn0100777" "FBgn0100778" "Drosophila_ananassae_prot"
"384" "OG0001307" "FBgn0100829" "FBgn0100830" "Drosophila_ananassae_prot"
"385" "OG0001308" "FBgn0137329" "FBgn0139566" "Drosophila_mojavensis_prot"
"386" "OG0001309" "FBgn0137330" "FBgn0139567" "Drosophila_mojavensis_prot"
"387" "OG0001310" "FBgn0137331" "FBgn0139568" "Drosophila_mojavensis_prot"
"388" "OG0001311" "FBgn0137332" "FBgn0139569" "Drosophila_mojavensis_prot"
"389" "OG0001312" "FBgn0100952" "FBgn0274017" "Drosophila_ananassae_prot"
"390" "OG0001313" "FBgn0136085" "FBgn0137338" "Drosophila_mojavensis_prot"
"391" "OG0001315" "FBgn0135820" "FBgn0144541" "Drosophila_mojavensis_prot"
"392" "OG0001316" "FBgn0134512" "FBgn0134514" "Drosophila_mojavensis_prot"
"393" "OG0001317" "FBgn0101037" "FBgn0274625" "Drosophila_ananassae_prot"
"394" "OG0001318" "FBgn0101064" "FBgn0101065" "Drosophila_ananassae_prot"
"395" "OG0001319" "FBgn0135409" "FBgn0139273" "Drosophila_mojavensis_prot"
"396" "OG0001320" "FBgn0135411" "FBgn0139275" "Drosophila_mojavensis_prot"
"397" "OG0001321" "FBgn0101215" "FBgn0273649" "Drosophila_ananassae_prot"
"398" "OG0001322" "FBgn0135955" "FBgn0135956" "Drosophila_mojavensis_prot"
"399" "OG0001323" "FBgn0134054" "FBgn0136652" "Drosophila_mojavensis_prot"
"400" "OG0001324" "FBgn0135881" "FBgn0135882" "Drosophila_mojavensis_prot"
"401" "OG0001325" "FBgn0101301" "FBgn0101312" "Drosophila_ananassae_prot"
"402" "OG0001326" "FBgn0139795" "FBgn0140608" "Drosophila_mojavensis_prot"
"403" "OG0001327" "FBgn0134047" "FBgn0139622" "Drosophila_mojavensis_prot"
"404" "OG0001328" "FBgn0101393" "FBgn0102092" "Drosophila_ananassae_prot"
"405" "OG0001329" "FBgn0099170" "FBgn0101502" "Drosophila_ananassae_prot"
"406" "OG0001330" "FBgn0134261" "FBgn0134613" "Drosophila_mojavensis_prot"
"407" "OG0001331" "FBgn0037126" "FBgn0053290" "Drosophila_melanogaster_prot"
"408" "OG0001332" "FBgn0019644" "FBgn0036345" "Drosophila_melanogaster_prot"
"409" "OG0001333" "FBgn0135320" "FBgn0141055" "Drosophila_mojavensis_prot"
"410" "OG0001334" "FBgn0135334" "FBgn0136907" "Drosophila_mojavensis_prot"
"411" "OG0001335" "FBgn0134211" "FBgn0134213" "Drosophila_mojavensis_prot"
"412" "OG0001336" "FBgn0101798" "FBgn0101800" "Drosophila_ananassae_prot"
"413" "OG0001337" "FBgn0134031" "FBgn0139442" "Drosophila_mojavensis_prot"
"414" "OG0001338" "FBgn0140597" "FBgn0140598" "Drosophila_mojavensis_prot"
"415" "OG0001339" "FBgn0088403" "FBgn0101878" "Drosophila_ananassae_prot"
"416" "OG0001340" "FBgn0261858" "FBgn0286930" "Drosophila_melanogaster_prot"
"417" "OG0001341" "FBgn0134913" "FBgn0134914" "Drosophila_mojavensis_prot"
"418" "OG0001342" "FBgn0134434" "FBgn0135690" "Drosophila_mojavensis_prot"
"419" "OG0001343" "FBgn0136613" "FBgn0136614" "Drosophila_mojavensis_prot"
"420" "OG0001344" "FBgn0135555" "FBgn0146871" "Drosophila_mojavensis_prot"
"421" "OG0001345" "FBgn0140016" "FBgn0146870" "Drosophila_mojavensis_prot"
"422" "OG0001346" "FBgn0134032" "FBgn0135512" "Drosophila_mojavensis_prot"
"423" "OG0001347" "FBgn0032372" "FBgn0043783" "Drosophila_melanogaster_prot"
"424" "OG0001348" "FBgn0102220" "FBgn0102221" "Drosophila_ananassae_prot"
"425" "OG0001349" "FBgn0097256" "FBgn0250758" "Drosophila_ananassae_prot"
"426" "OG0001350" "FBgn0091416" "FBgn0273656" "Drosophila_ananassae_prot"
"427" "OG0001351" "FBgn0273768" "FBgn0274329" "Drosophila_ananassae_prot"
"428" "OG0001352" "FBgn0090889" "FBgn0096005" "Drosophila_ananassae_prot"
"429" "OG0001353" "FBgn0275257" "FBgn0275369" "Drosophila_ananassae_prot"
"430" "OG0001355" "FBgn0135243" "FBgn0145361" "Drosophila_mojavensis_prot"
"431" "OG0001356" "FBgn0084951" "FBgn0147553" "Drosophila_mojavensis_prot"
"432" "OG0001358" "FBgn0137266" "FBgn0145976" "Drosophila_mojavensis_prot"
"433" "OG0001359" "FBgn0096177" "FBgn0274590" "Drosophila_ananassae_prot"
"434" "OG0001360" "FBgn0095793" "FBgn0273958" "Drosophila_ananassae_prot"
"435" "OG0001361" "FBgn0261506" "FBgn0261507" "Drosophila_melanogaster_prot"
"436" "OG0001362" "FBgn0145873" "FBgn0145874" "Drosophila_mojavensis_prot"
"437" "OG0001363" "FBgn0092028" "FBgn0273800" "Drosophila_ananassae_prot"
"438" "OG0001364" "FBgn0098180" "FBgn0274879" "Drosophila_ananassae_prot"
"439" "OG0001365" "FBgn0142392" "FBgn0142393" "Drosophila_mojavensis_prot"
"440" "OG0001366" "FBgn0137972" "FBgn0146582" "Drosophila_mojavensis_prot"
"441" "OG0001367" "FBgn0141223" "FBgn0141224" "Drosophila_mojavensis_prot"
"442" "OG0001368" "FBgn0014340" "FBgn0039585" "Drosophila_melanogaster_prot"
"443" "OG0001369" "FBgn0132826" "FBgn0147398" "Drosophila_mojavensis_prot"
"444" "OG0001370" "FBgn0033512" "FBgn0283625" "Drosophila_melanogaster_prot"
"445" "OG0001371" "FBgn0051702" "FBgn0051703" "Drosophila_melanogaster_prot"
"446" "OG0001372" "FBgn0138482" "FBgn0141634" "Drosophila_mojavensis_prot"
"447" "OG0001373" "FBgn0143405" "FBgn0143406" "Drosophila_mojavensis_prot"
"448" "OG0001374" "FBgn0091499" "FBgn0275173" "Drosophila_ananassae_prot"
"449" "OG0001376" "FBgn0260431" "FBgn0284249" "Drosophila_melanogaster_prot"
"450" "OG0001377" "FBgn0274380" "FBgn0274658" "Drosophila_ananassae_prot"
"451" "OG0001378" "FBgn0263740" "FBgn0263755" "Drosophila_melanogaster_prot"
"452" "OG0001379" "FBgn0092128" "FBgn0274082" "Drosophila_ananassae_prot"
"453" "OG0001380" "FBgn0030120" "FBgn0030121" "Drosophila_melanogaster_prot"
"454" "OG0001381" "FBgn0101007" "FBgn0101008" "Drosophila_ananassae_prot"
"455" "OG0001382" "FBgn0089485" "FBgn0089486" "Drosophila_ananassae_prot"
"456" "OG0001385" "FBgn0144383" "FBgn0147165" "Drosophila_mojavensis_prot"
"457" "OG0001386" "FBgn0136316" "FBgn0280684" "Drosophila_mojavensis_prot"
"458" "OG0001387" "FBgn0090772" "FBgn0099031" "Drosophila_ananassae_prot"
"459" "OG0001388" "FBgn0050354" "FBgn0260008" "Drosophila_melanogaster_prot"
"460" "OG0001389" "FBgn0095120" "FBgn0095121" "Drosophila_ananassae_prot"
"461" "OG0001390" "FBgn0097154" "FBgn0273974" "Drosophila_ananassae_prot"
"462" "OG0001392" "FBgn0052284" "FBgn0260026" "Drosophila_melanogaster_prot"
"463" "OG0001393" "FBgn0145185" "FBgn0280974" "Drosophila_mojavensis_prot"
"464" "OG0001394" "FBgn0138564" "FBgn0141677" "Drosophila_mojavensis_prot"
"465" "OG0001395" "FBgn0098248" "FBgn0275304" "Drosophila_ananassae_prot"
"466" "OG0001396" "FBgn0280670" "FBgn0280848" "Drosophila_mojavensis_prot"
"467" "OG0001397" "FBgn0135291" "FBgn0142508" "Drosophila_mojavensis_prot"
"468" "OG0001398" "FBgn0281152" "FBgn0281192" "Drosophila_mojavensis_prot"
"469" "OG0001399" "FBgn0029986" "FBgn0029989" "Drosophila_melanogaster_prot"
"470" "OG0001400" "FBgn0139118" "FBgn0140133" "Drosophila_mojavensis_prot"
"471" "OG0001401" "FBgn0094178" "FBgn0094180" "Drosophila_ananassae_prot"
"472" "OG0001402" "FBgn0033431" "FBgn0034427" "Drosophila_melanogaster_prot"
"473" "OG0001404" "FBgn0088922" "FBgn0273995" "Drosophila_ananassae_prot"
"474" "OG0001405" "FBgn0136752" "FBgn0139255" "Drosophila_mojavensis_prot"
"475" "OG0001406" "FBgn0141412" "FBgn0143676" "Drosophila_mojavensis_prot"
"476" "OG0001407" "FBgn0140202" "FBgn0140203" "Drosophila_mojavensis_prot"
"477" "OG0001408" "FBgn0138205" "FBgn0138206" "Drosophila_mojavensis_prot"
"478" "OG0001409" "FBgn0085599" "FBgn0260997" "Drosophila_melanogaster_prot"
"479" "OG0001410" "FBgn0135143" "FBgn0138582" "Drosophila_mojavensis_prot"
"480" "OG0001411" "FBgn0091167" "FBgn0273660" "Drosophila_ananassae_prot"
"481" "OG0001412" "FBgn0138944" "FBgn0145177" "Drosophila_mojavensis_prot"
"482" "OG0001413" "FBgn0031504" "FBgn0039970" "Drosophila_melanogaster_prot"
"483" "OG0001414" "FBgn0030882" "FBgn0052495" "Drosophila_melanogaster_prot"
"484" "OG0001415" "FBgn0140717" "FBgn0140718" "Drosophila_mojavensis_prot"
"485" "OG0001416" "FBgn0280547" "FBgn0281619" "Drosophila_mojavensis_prot"
"486" "OG0001417" "FBgn0139741" "FBgn0140128" "Drosophila_mojavensis_prot"
"487" "OG0001418" "FBgn0139256" "FBgn0141207" "Drosophila_mojavensis_prot"
"488" "OG0001419" "FBgn0139549" "FBgn0144155" "Drosophila_mojavensis_prot"
"489" "OG0001421" "FBgn0135742" "FBgn0280225" "Drosophila_mojavensis_prot"
"490" "OG0001422" "FBgn0265189" "FBgn0265190" "Drosophila_melanogaster_prot"
"491" "OG0001423" "FBgn0143379" "FBgn0146364" "Drosophila_mojavensis_prot"
"492" "OG0001424" "FBgn0133975" "FBgn0139196" "Drosophila_mojavensis_prot"
"493" "OG0001425" "FBgn0030717" "FBgn0032664" "Drosophila_melanogaster_prot"
"494" "OG0001427" "FBgn0141016" "FBgn0281541" "Drosophila_mojavensis_prot"
"495" "OG0001428" "FBgn0133649" "FBgn0141231" "Drosophila_mojavensis_prot"
"496" "OG0001429" "FBgn0140805" "FBgn0144691" "Drosophila_mojavensis_prot"
"497" "OG0001430" "FBgn0144563" "FBgn0147530" "Drosophila_mojavensis_prot"
"498" "OG0001431" "FBgn0015602" "FBgn0266441" "Drosophila_melanogaster_prot"
"499" "OG0001432" "FBgn0143476" "FBgn0143477" "Drosophila_mojavensis_prot"
"500" "OG0001433" "FBgn0144469" "FBgn0144470" "Drosophila_mojavensis_prot"
"501" "OG0001434" "FBgn0021738" "FBgn0264954" "Drosophila_melanogaster_prot"
"502" "OG0001435" "FBgn0146196" "FBgn0146839" "Drosophila_mojavensis_prot"
"503" "OG0001436" "FBgn0143409" "FBgn0280681" "Drosophila_mojavensis_prot"
"504" "OG0001437" "FBgn0143793" "FBgn0147272" "Drosophila_mojavensis_prot"
"505" "OG0001438" "FBgn0085434" "FBgn0285944" "Drosophila_melanogaster_prot"
"506" "OG0001439" "FBgn0141829" "FBgn0141890" "Drosophila_mojavensis_prot"
"507" "OG0001440" "FBgn0023395" "FBgn0262519" "Drosophila_melanogaster_prot"
"508" "OG0001441" "FBgn0143235" "FBgn0280586" "Drosophila_mojavensis_prot"
"509" "OG0001442" "FBgn0136456" "FBgn0143963" "Drosophila_mojavensis_prot"
"510" "OG0001443" "FBgn0050026" "FBgn0054054" "Drosophila_melanogaster_prot"
"511" "OG0001445" "FBgn0035798" "FBgn0052373" "Drosophila_melanogaster_prot"
"512" "OG0001446" "FBgn0142970" "FBgn0281472" "Drosophila_mojavensis_prot"
"513" "OG0001447" "FBgn0025790" "FBgn0036496" "Drosophila_melanogaster_prot"
"514" "OG0001448" "FBgn0134356" "FBgn0134357" "Drosophila_mojavensis_prot"
"515" "OG0001449" "FBgn0141588" "FBgn0145144" "Drosophila_mojavensis_prot"
"516" "OG0001450" "FBgn0132908" "FBgn0134017" "Drosophila_mojavensis_prot"
"517" "OG0001451" "FBgn0037477" "FBgn0039538" "Drosophila_melanogaster_prot"
"518" "OG0001452" "FBgn0137981" "FBgn0146564" "Drosophila_mojavensis_prot"
"519" "OG0001453" "FBgn0090937" "FBgn0274989" "Drosophila_ananassae_prot"
"520" "OG0001454" "FBgn0100304" "FBgn0275228" "Drosophila_ananassae_prot"
"521" "OG0001455" "FBgn0135584" "FBgn0281526" "Drosophila_mojavensis_prot"
"522" "OG0001456" "FBgn0138372" "FBgn0139013" "Drosophila_mojavensis_prot"
"523" "OG0001457" "FBgn0025387" "FBgn0025388" "Drosophila_melanogaster_prot"
"524" "OG0001458" "FBgn0264305" "FBgn0264307" "Drosophila_melanogaster_prot"
"525" "OG0001459" "FBgn0097189" "FBgn0098127" "Drosophila_ananassae_prot"
"526" "OG0001460" "FBgn0030937" "FBgn0034098" "Drosophila_melanogaster_prot"
"527" "OG0001461" "FBgn0137084" "FBgn0138223" "Drosophila_mojavensis_prot"
"528" "OG0001462" "FBgn0092939" "FBgn0097621" "Drosophila_ananassae_prot"
"529" "OG0001463" "FBgn0091564" "FBgn0274694" "Drosophila_ananassae_prot"
"530" "OG0001464" "FBgn0058439" "FBgn0284080" "Drosophila_melanogaster_prot"
"531" "OG0001465" "FBgn0136193" "FBgn0136194" "Drosophila_mojavensis_prot"
"532" "OG0001466" "FBgn0143398" "FBgn0143399" "Drosophila_mojavensis_prot"
"533" "OG0001467" "FBgn0092954" "FBgn0100012" "Drosophila_ananassae_prot"
"534" "OG0001468" "FBgn0138766" "FBgn0139596" "Drosophila_mojavensis_prot"
"535" "OG0001469" "FBgn0015320" "FBgn0031331" "Drosophila_melanogaster_prot"
"536" "OG0001470" "FBgn0025628" "FBgn0032754" "Drosophila_melanogaster_prot"
"537" "OG0001471" "FBgn0138502" "FBgn0141128" "Drosophila_mojavensis_prot"
"538" "OG0001472" "FBgn0139414" "FBgn0139415" "Drosophila_mojavensis_prot"
"539" "OG0001473" "FBgn0032720" "FBgn0032721" "Drosophila_melanogaster_prot"
"540" "OG0001474" "FBgn0137892" "FBgn0143012" "Drosophila_mojavensis_prot"
"541" "OG0001475" "FBgn0262003" "FBgn0262004" "Drosophila_melanogaster_prot"
"542" "OG0001476" "FBgn0031939" "FBgn0260479" "Drosophila_melanogaster_prot"
"543" "OG0001478" "FBgn0032452" "FBgn0267347" "Drosophila_melanogaster_prot"
"544" "OG0001479" "FBgn0089816" "FBgn0275109" "Drosophila_ananassae_prot"
"545" "OG0001480" "FBgn0040904" "FBgn0040905" "Drosophila_melanogaster_prot"
"546" "OG0001481" "FBgn0099723" "FBgn0099725" "Drosophila_ananassae_prot"
"547" "OG0001482" "FBgn0264989" "FBgn0264990" "Drosophila_melanogaster_prot"
"548" "OG0001483" "FBgn0092294" "FBgn0274147" "Drosophila_ananassae_prot"
"549" "OG0001484" "FBgn0140008" "FBgn0141817" "Drosophila_mojavensis_prot"
"550" "OG0001485" "FBgn0263738" "FBgn0263757" "Drosophila_melanogaster_prot"
"551" "OG0001486" "FBgn0137657" "FBgn0138450" "Drosophila_mojavensis_prot"
"552" "OG0001487" "FBgn0139327" "FBgn0144143" "Drosophila_mojavensis_prot"
"553" "OG0001488" "FBgn0139027" "FBgn0146645" "Drosophila_mojavensis_prot"
"554" "OG0001489" "FBgn0144978" "FBgn0144979" "Drosophila_mojavensis_prot"
"555" "OG0001490" "FBgn0050271" "FBgn0050274" "Drosophila_melanogaster_prot"
"556" "OG0001491" "FBgn0134928" "FBgn0134929" "Drosophila_mojavensis_prot"
"557" "OG0001492" "FBgn0053265" "FBgn0259748" "Drosophila_melanogaster_prot"
"558" "OG0001493" "FBgn0134310" "FBgn0136508" "Drosophila_mojavensis_prot"
"559" "OG0001494" "FBgn0138870" "FBgn0138872" "Drosophila_mojavensis_prot"
"560" "OG0001495" "FBgn0141560" "FBgn0143488" "Drosophila_mojavensis_prot"
"561" "OG0001496" "FBgn0146360" "FBgn0280523" "Drosophila_mojavensis_prot"
"562" "OG0001497" "FBgn0137130" "FBgn0281026" "Drosophila_mojavensis_prot"
"563" "OG0001498" "FBgn0136328" "FBgn0137319" "Drosophila_mojavensis_prot"
"564" "OG0001499" "FBgn0143236" "FBgn0144600" "Drosophila_mojavensis_prot"
"565" "OG0001500" "FBgn0031145" "FBgn0032680" "Drosophila_melanogaster_prot"
"566" "OG0001501" "FBgn0029676" "FBgn0260484" "Drosophila_melanogaster_prot"
"567" "OG0001502" "FBgn0133637" "FBgn0142581" "Drosophila_mojavensis_prot"
"568" "OG0001610" "FBgn0087269" "FBgn0100831" "Drosophila_ananassae_prot"
"569" "OG0001674" "FBgn0037003" "FBgn0037004" "Drosophila_melanogaster_prot"
"570" "OG0002356" "FBgn0034471" "FBgn0043530" "Drosophila_melanogaster_prot"
"571" "OG0002564" "FBgn0089199" "FBgn0089200" "Drosophila_ananassae_prot"
"572" "OG0002647" "FBgn0089368" "FBgn0089369" "Drosophila_ananassae_prot"
"573" "OG0003766" "FBgn0091810" "FBgn0091811" "Drosophila_ananassae_prot"
"574" "OG0004004" "FBgn0092309" "FBgn0092310" "Drosophila_ananassae_prot"
"575" "OG0004375" "FBgn0093122" "FBgn0274869" "Drosophila_ananassae_prot"
"576" "OG0004471" "FBgn0144427" "FBgn0145757" "Drosophila_mojavensis_prot"
"577" "OG0004576" "FBgn0093509" "FBgn0274081" "Drosophila_ananassae_prot"
"578" "OG0004940" "FBgn0094256" "FBgn0094257" "Drosophila_ananassae_prot"
"579" "OG0005170" "FBgn0094806" "FBgn0096913" "Drosophila_ananassae_prot"
"580" "OG0005240" "FBgn0094944" "FBgn0094945" "Drosophila_ananassae_prot"
"581" "OG0005249" "FBgn0094073" "FBgn0094963" "Drosophila_ananassae_prot"
"582" "OG0005481" "FBgn0095441" "FBgn0101679" "Drosophila_ananassae_prot"
"583" "OG0005967" "FBgn0096688" "FBgn0273514" "Drosophila_ananassae_prot"
"584" "OG0005990" "FBgn0036858" "FBgn0053460" "Drosophila_melanogaster_prot"
"585" "OG0006053" "FBgn0097093" "FBgn0274470" "Drosophila_ananassae_prot"
"586" "OG0006077" "FBgn0097206" "FBgn0097485" "Drosophila_ananassae_prot"
"587" "OG0006173" "FBgn0137562" "FBgn0139938" "Drosophila_mojavensis_prot"
"588" "OG0006390" "FBgn0098055" "FBgn0098056" "Drosophila_ananassae_prot"
"589" "OG0006405" "FBgn0029589" "FBgn0029590" "Drosophila_melanogaster_prot"
"590" "OG0006514" "FBgn0264544" "FBgn0264545" "Drosophila_melanogaster_prot"
"591" "OG0006648" "FBgn0098724" "FBgn0098848" "Drosophila_ananassae_prot"
"592" "OG0006959" "FBgn0030918" "FBgn0038445" "Drosophila_melanogaster_prot"
"593" "OG0007021" "FBgn0030511" "FBgn0032436" "Drosophila_melanogaster_prot"
"594" "OG0007626" "FBgn0101032" "FBgn0101414" "Drosophila_ananassae_prot"
"595" "OG0007633" "FBgn0098301" "FBgn0101050" "Drosophila_ananassae_prot"
"596" "OG0007882" "FBgn0101501" "FBgn0102290" "Drosophila_ananassae_prot"
"597" "OG0008070" "FBgn0085296" "FBgn0085297" "Drosophila_melanogaster_prot"
"598" "OG0008295" "FBgn0259965" "FBgn0262999" "Drosophila_melanogaster_prot"
"599" "OG0008328" "FBgn0134361" "FBgn0134810" "Drosophila_mojavensis_prot"
"600" "OG0008660" "FBgn0261536" "FBgn0261537" "Drosophila_melanogaster_prot"
"601" "OG0008661" "FBgn0273614" "FBgn0273689" "Drosophila_ananassae_prot"
"602" "OG0008692" "FBgn0097378" "FBgn0274092" "Drosophila_ananassae_prot"
"603" "OG0008697" "FBgn0087855" "FBgn0087856" "Drosophila_ananassae_prot"
"604" "OG0008764" "FBgn0274211" "FBgn0274948" "Drosophila_ananassae_prot"
"605" "OG0008904" "FBgn0093710" "FBgn0274793" "Drosophila_ananassae_prot"
"606" "OG0008948" "FBgn0053710" "FBgn0085287" "Drosophila_melanogaster_prot"
"607" "OG0008993" "FBgn0274213" "FBgn0274478" "Drosophila_ananassae_prot"
"608" "OG0009029" "FBgn0093695" "FBgn0097626" "Drosophila_ananassae_prot"
"609" "OG0009066" "FBgn0143856" "FBgn0280865" "Drosophila_mojavensis_prot"
"610" "OG0009089" "FBgn0141271" "FBgn0143723" "Drosophila_mojavensis_prot"
"611" "OG0009143" "FBgn0259951" "FBgn0261054" "Drosophila_melanogaster_prot"
"612" "OG0009178" "FBgn0273587" "FBgn0274359" "Drosophila_ananassae_prot"
"613" "OG0009187" "FBgn0053644" "FBgn0053647" "Drosophila_melanogaster_prot"
"614" "OG0009281" "FBgn0052580" "FBgn0053325" "Drosophila_melanogaster_prot"
"615" "OG0009325" "FBgn0259960" "FBgn0259961" "Drosophila_melanogaster_prot"
"616" "OG0009341" "FBgn0274619" "FBgn0275380" "Drosophila_ananassae_prot"
"617" "OG0009443" "FBgn0087592" "FBgn0092180" "Drosophila_ananassae_prot"
"618" "OG0009506" "FBgn0273469" "FBgn0274725" "Drosophila_ananassae_prot"
"619" "OG0009535" "FBgn0020509" "FBgn0036495" "Drosophila_melanogaster_prot"
"620" "OG0009806" "FBgn0281226" "FBgn0281742" "Drosophila_mojavensis_prot"
"621" "OG0009842" "FBgn0043534" "FBgn0043535" "Drosophila_melanogaster_prot"
"622" "OG0009917" "FBgn0280310" "FBgn0280859" "Drosophila_mojavensis_prot"
"623" "OG0009991" "FBgn0015586" "FBgn0052203" "Drosophila_melanogaster_prot"
"624" "OG0010350" "FBgn0036467" "FBgn0036468" "Drosophila_melanogaster_prot"
