gene_id	transcript_id
ENSG00000110060.9	ENST00000530811.5
ENSG00000110063.10	ENST00000263579.5
ENSG00000110066.16	ENST00000304363.9
ENSG00000110074.12	ENST00000692336.1
ENSG00000110075.15	ENST00000393801.7
ENSG00000110076.21	ENST00000704782.1
ENSG00000110077.16	ENST00000529054.5
ENSG00000110079.19	ENST00000649552.2
ENSG00000110080.20	ENST00000678865.1
ENSG00000110090.13	ENST00000265641.10
ENSG00000110092.4	ENST00000227507.3
ENSG00000110104.13	ENST00000227520.10
ENSG00000110107.9	ENST00000227524.9
ENSG00000110108.11	ENST00000715796.1
ENSG00000110148.10	ENST00000525462.1
ENSG00000110169.12	ENST00000265983.8
ENSG00000110171.21	ENST00000345851.8
ENSG00000110172.12	ENST00000320585.11
ENSG00000110195.14	ENST00000312293.9
ENSG00000110200.9	ENST00000543050.5
ENSG00000110203.10	ENST00000611028.3
ENSG00000110218.9	ENST00000227638.8
ENSG00000110237.5	ENST00000263674.4
ENSG00000110243.12	ENST00000673688.1
ENSG00000110244.7	ENST00000357780.5
ENSG00000110245.12	ENST00000375345.3
ENSG00000110274.16	ENST00000278935.8
ENSG00000110315.7	ENST00000265981.7
ENSG00000110318.15	ENST00000263468.13
ENSG00000110321.19	ENST00000526148.6
ENSG00000110324.12	ENST00000227752.8
ENSG00000110328.6	ENST00000227756.5
ENSG00000110330.10	ENST00000227758.7
ENSG00000110344.10	ENST00000431736.6
ENSG00000110367.14	ENST00000534980.7
ENSG00000110375.3	ENST00000264031.3
ENSG00000110395.8	ENST00000264033.6
ENSG00000110400.11	ENST00000264025.8
ENSG00000110422.12	ENST00000303296.9
ENSG00000110427.17	ENST00000658780.2
ENSG00000110429.14	ENST00000265651.8
ENSG00000110435.13	ENST00000227868.9
ENSG00000110436.13	ENST00000644779.1
ENSG00000110442.12	ENST00000263401.10
ENSG00000110446.12	ENST00000227880.8
ENSG00000110448.11	ENST00000347785.8
ENSG00000110455.14	ENST00000263776.9
ENSG00000110484.7	ENST00000525380.1
ENSG00000110492.17	ENST00000489525.5
ENSG00000110497.15	ENST00000458649.6
ENSG00000110514.20	ENST00000706887.1
ENSG00000110536.14	ENST00000326674.10
ENSG00000110583.13	ENST00000377793.9
ENSG00000110619.18	ENST00000380525.9
ENSG00000110628.16	ENST00000347936.6
ENSG00000110651.13	ENST00000533417.6
ENSG00000110660.15	ENST00000525815.6
ENSG00000110665.12	ENST00000456145.2
ENSG00000110675.13	ENST00000265840.12
ENSG00000110680.14	ENST00000469608.5
ENSG00000110693.19	ENST00000528429.5
ENSG00000110696.10	ENST00000228136.9
ENSG00000110697.14	ENST00000534749.5
ENSG00000110700.7	ENST00000525634.6
ENSG00000110711.11	ENST00000279146.8
ENSG00000110713.18	ENST00000359171.8
ENSG00000110717.13	ENST00000313468.10
ENSG00000110719.11	ENST00000265686.8
ENSG00000110721.12	ENST00000265689.9
ENSG00000110723.12	ENST00000265843.9
ENSG00000110756.18	ENST00000349215.8
ENSG00000110768.12	ENST00000453096.6
ENSG00000110777.12	ENST00000393067.8
ENSG00000110786.18	ENST00000358540.7
ENSG00000110799.14	ENST00000261405.10
ENSG00000110801.14	ENST00000541212.6
ENSG00000110811.20	ENST00000290510.10
ENSG00000110841.14	ENST00000318304.12
ENSG00000110844.14	ENST00000380281.6
ENSG00000110848.8	ENST00000228434.7
ENSG00000110851.12	ENST00000228437.10
ENSG00000110852.5	ENST00000228438.3
ENSG00000110871.15	ENST00000288532.11
ENSG00000110876.11	ENST00000228463.7
ENSG00000110880.11	ENST00000420959.6
ENSG00000110881.12	ENST00000228468.8
ENSG00000110887.8	ENST00000228476.8
ENSG00000110888.19	ENST00000687797.1
ENSG00000110900.16	ENST00000546076.6
ENSG00000110906.13	ENST00000228495.11
ENSG00000110911.17	ENST00000547688.7
ENSG00000110917.9	ENST00000228506.8
ENSG00000110921.14	ENST00000546277.6
ENSG00000110925.7	ENST00000228515.6
ENSG00000110931.19	ENST00000652382.1
ENSG00000110934.13	ENST00000615107.6
ENSG00000110944.9	ENST00000228534.6
ENSG00000110955.9	ENST00000262030.8
ENSG00000110958.16	ENST00000614328.4
ENSG00000110975.8	ENST00000228567.7
ENSG00000110987.9	ENST00000538010.5
ENSG00000111011.18	ENST00000331738.12
ENSG00000111012.12	ENST00000713544.1
ENSG00000111046.4	ENST00000228641.4
ENSG00000111049.4	ENST00000228644.4
ENSG00000111052.8	ENST00000552864.6
ENSG00000111057.11	ENST00000388837.6
ENSG00000111058.8	ENST00000548058.6
ENSG00000111077.18	ENST00000314276.7
ENSG00000111087.10	ENST00000228682.7
ENSG00000111110.12	ENST00000228705.7
ENSG00000111142.14	ENST00000323666.10
ENSG00000111144.10	ENST00000228740.7
ENSG00000111145.8	ENST00000228741.8
ENSG00000111181.13	ENST00000397296.6
ENSG00000111186.13	ENST00000537031.5
ENSG00000111196.11	ENST00000320756.7
ENSG00000111199.12	ENST00000418703.7
ENSG00000111203.13	ENST00000228799.7
ENSG00000111206.13	ENST00000342628.6
ENSG00000111215.12	ENST00000228811.8
ENSG00000111218.12	ENST00000382622.4
ENSG00000111224.14	ENST00000228820.9
ENSG00000111229.16	ENST00000228825.12
ENSG00000111231.9	ENST00000543199.5
ENSG00000111237.19	ENST00000621131.4
ENSG00000111241.3	ENST00000228837.3
ENSG00000111245.18	ENST00000713803.1
ENSG00000111247.15	ENST00000228843.13
ENSG00000111249.14	ENST00000261726.11
ENSG00000111252.11	ENST00000341259.7
ENSG00000111254.8	ENST00000545990.6
ENSG00000111261.14	ENST00000535902.6
ENSG00000111262.6	ENST00000382545.5
ENSG00000111266.9	ENST00000298573.9
ENSG00000111269.3	ENST00000228865.3
ENSG00000111271.15	ENST00000455480.6
ENSG00000111275.13	ENST00000261733.7
ENSG00000111276.12	ENST00000396340.1
ENSG00000111291.9	ENST00000228887.6
ENSG00000111300.10	ENST00000261745.9
ENSG00000111305.19	ENST00000651961.1
ENSG00000111319.13	ENST00000360168.7
ENSG00000111321.11	ENST00000228918.9
ENSG00000111325.16	ENST00000228922.12
ENSG00000111328.7	ENST00000261692.7
ENSG00000111331.14	ENST00000679493.1
ENSG00000111335.14	ENST00000342315.8
ENSG00000111339.12	ENST00000228936.6
ENSG00000111341.10	ENST00000228938.5
ENSG00000111344.12	ENST00000546530.5
ENSG00000111348.9	ENST00000228945.9
ENSG00000111358.14	ENST00000543341.7
ENSG00000111361.13	ENST00000424014.7
ENSG00000111364.16	ENST00000238146.9
ENSG00000111371.16	ENST00000552197.5
ENSG00000111404.7	ENST00000229002.6
ENSG00000111405.9	ENST00000422538.8
ENSG00000111412.6	ENST00000261318.5
ENSG00000111424.12	ENST00000229022.9
ENSG00000111432.5	ENST00000229030.5
ENSG00000111445.14	ENST00000454402.7
ENSG00000111450.15	ENST00000392373.7
ENSG00000111452.13	ENST00000535015.5
ENSG00000111481.10	ENST00000552218.5
ENSG00000111490.15	ENST00000542120.6
ENSG00000111530.13	ENST00000545606.6
ENSG00000111536.5	ENST00000229134.5
ENSG00000111537.5	ENST00000229135.4
ENSG00000111540.16	ENST00000553116.5
ENSG00000111554.15	ENST00000682720.1
ENSG00000111581.10	ENST00000229179.9
ENSG00000111596.14	ENST00000418359.7
ENSG00000111602.12	ENST00000553532.6
ENSG00000111605.18	ENST00000266679.8
ENSG00000111615.14	ENST00000229214.9
ENSG00000111639.8	ENST00000229238.5
ENSG00000111640.15	ENST00000229239.10
ENSG00000111641.13	ENST00000382421.7
ENSG00000111642.16	ENST00000645095.1
ENSG00000111644.8	ENST00000229243.7
ENSG00000111647.13	ENST00000279907.12
ENSG00000111652.10	ENST00000543155.6
ENSG00000111653.20	ENST00000396807.8
ENSG00000111664.11	ENST00000229264.8
ENSG00000111665.12	ENST00000538862.7
ENSG00000111666.11	ENST00000229266.8
ENSG00000111667.14	ENST00000229268.13
ENSG00000111669.15	ENST00000229270.8
ENSG00000111670.16	ENST00000299314.12
ENSG00000111671.10	ENST00000519357.1
ENSG00000111674.9	ENST00000541477.5
ENSG00000111676.15	ENST00000356654.8
ENSG00000111678.11	ENST00000545581.5
ENSG00000111679.17	ENST00000456013.5
ENSG00000111684.11	ENST00000261407.9
ENSG00000111696.12	ENST00000392876.8
ENSG00000111700.13	ENST00000381545.8
ENSG00000111701.7	ENST00000229304.5
ENSG00000111704.11	ENST00000229307.9
ENSG00000111707.12	ENST00000543473.2
ENSG00000111711.10	ENST00000229314.10
ENSG00000111713.3	ENST00000261195.3
ENSG00000111716.14	ENST00000673047.2
ENSG00000111725.11	ENST00000541640.5
ENSG00000111726.13	ENST00000229329.7
ENSG00000111727.12	ENST00000229330.9
ENSG00000111728.11	ENST00000396037.9
ENSG00000111729.15	ENST00000229332.12
ENSG00000111731.13	ENST00000545552.5
ENSG00000111732.12	ENST00000696273.1
ENSG00000111737.12	ENST00000229340.10
ENSG00000111752.11	ENST00000544916.6
ENSG00000111775.3	ENST00000229379.3
ENSG00000111780.8	ENST00000551806.1
ENSG00000111783.13	ENST00000357881.8
ENSG00000111785.21	ENST00000392837.9
ENSG00000111786.10	ENST00000229390.8
ENSG00000111790.14	ENST00000229395.8
ENSG00000111796.4	ENST00000229402.4
ENSG00000111799.22	ENST00000322507.13
ENSG00000111801.16	ENST00000244519.7
ENSG00000111802.14	ENST00000378198.9
ENSG00000111816.8	ENST00000606080.2
ENSG00000111817.19	ENST00000452085.7
ENSG00000111832.13	ENST00000466444.7
ENSG00000111834.13	ENST00000229554.10
ENSG00000111837.12	ENST00000354489.7
ENSG00000111843.14	ENST00000541412.5
ENSG00000111845.5	ENST00000379568.4
ENSG00000111846.20	ENST00000495262.7
ENSG00000111850.11	ENST00000608353.5
ENSG00000111859.17	ENST00000379446.10
ENSG00000111860.14	ENST00000368488.9
ENSG00000111863.13	ENST00000229583.9
ENSG00000111875.8	ENST00000229595.6
ENSG00000111877.18	ENST00000316316.10
ENSG00000111879.20	ENST00000338891.12
ENSG00000111880.16	ENST00000369485.9
ENSG00000111885.7	ENST00000368468.4
ENSG00000111886.11	ENST00000402938.4
ENSG00000111897.7	ENST00000339697.5
ENSG00000111906.18	ENST00000398153.7
ENSG00000111907.21	ENST00000304877.17
ENSG00000111911.7	ENST00000229633.7
ENSG00000111912.20	ENST00000368357.7
ENSG00000111913.20	ENST00000259698.9
ENSG00000111961.19	ENST00000367467.8
ENSG00000111962.8	ENST00000367463.5
ENSG00000111971.14	ENST00000450798.1
ENSG00000111981.5	ENST00000229708.4
ENSG00000112029.10	ENST00000229758.8
ENSG00000112031.16	ENST00000367233.10
ENSG00000112033.14	ENST00000360694.8
ENSG00000112038.18	ENST00000434900.6
ENSG00000112039.6	ENST00000229769.3
ENSG00000112041.13	ENST00000229771.11
ENSG00000112053.14	ENST00000490799.6
ENSG00000112062.13	ENST00000229794.9
ENSG00000112077.18	ENST00000646272.1
ENSG00000112078.14	ENST00000373731.7
ENSG00000112079.9	ENST00000229812.8
ENSG00000112081.18	ENST00000373715.11
ENSG00000112110.10	ENST00000367034.5
ENSG00000112115.7	ENST00000648244.1
ENSG00000112116.11	ENST00000336123.5
ENSG00000112118.20	ENST00000616552.4
ENSG00000112130.17	ENST00000373479.9
ENSG00000112137.19	ENST00000675203.2
ENSG00000112139.17	ENST00000650466.1
ENSG00000112144.16	ENST00000350082.10
ENSG00000112146.17	ENST00000244426.10
ENSG00000112149.11	ENST00000379153.4
ENSG00000112159.13	ENST00000369393.8
ENSG00000112164.6	ENST00000373256.5
ENSG00000112167.11	ENST00000229903.5
ENSG00000112175.8	ENST00000370830.4
ENSG00000112182.16	ENST00000257749.9
ENSG00000112183.15	ENST00000379052.10
ENSG00000112186.13	ENST00000229922.7
ENSG00000112195.9	ENST00000483722.2
ENSG00000112200.17	ENST00000370706.9
ENSG00000112208.11	ENST00000370693.5
ENSG00000112210.12	ENST00000317483.4
ENSG00000112212.12	ENST00000373161.6
ENSG00000112214.11	ENST00000541107.5
ENSG00000112218.9	ENST00000229955.4
ENSG00000112232.11	ENST00000718012.1
ENSG00000112234.9	ENST00000369244.7
ENSG00000112237.13	ENST00000520429.6
ENSG00000112238.12	ENST00000369215.5
ENSG00000112242.16	ENST00000346618.8
ENSG00000112245.14	ENST00000648894.1
ENSG00000112246.10	ENST00000369208.8
ENSG00000112249.14	ENST00000369162.7
ENSG00000112273.7	ENST00000510882.4
ENSG00000112276.14	ENST00000314641.10
ENSG00000112280.18	ENST00000357250.11
ENSG00000112282.18	ENST00000368058.5
ENSG00000112290.13	ENST00000392587.6
ENSG00000112293.15	ENST00000230036.2
ENSG00000112294.14	ENST00000348925.2
ENSG00000112297.18	ENST00000633556.3
ENSG00000112299.8	ENST00000367928.5
ENSG00000112303.14	ENST00000326499.11
ENSG00000112304.11	ENST00000230048.5
ENSG00000112305.15	ENST00000370455.8
ENSG00000112306.8	ENST00000230050.4
ENSG00000112308.14	ENST00000378119.9
ENSG00000112309.11	ENST00000230053.11
ENSG00000112312.10	ENST00000356509.7
ENSG00000112319.21	ENST00000531901.5
ENSG00000112320.12	ENST00000317357.10
ENSG00000112333.12	ENST00000368983.3
ENSG00000112335.15	ENST00000230085.13
ENSG00000112337.11	ENST00000377850.8
ENSG00000112339.15	ENST00000367837.10
ENSG00000112343.11	ENST00000357085.5
ENSG00000112357.14	ENST00000318471.5
ENSG00000112365.6	ENST00000230122.4
ENSG00000112367.12	ENST00000674884.1
ENSG00000112378.12	ENST00000421351.4
ENSG00000112379.9	ENST00000251691.5
ENSG00000112394.18	ENST00000368851.10
ENSG00000112406.5	ENST00000367658.3
ENSG00000112414.15	ENST00000367609.8
ENSG00000112419.15	ENST00000440869.7
ENSG00000112425.16	ENST00000367519.9
ENSG00000112459.5	ENST00000230221.5
ENSG00000112461.9	ENST00000230223.5
ENSG00000112462.8	ENST00000396806.3
ENSG00000112473.19	ENST00000374675.7
ENSG00000112474.4	ENST00000230236.4
ENSG00000112486.18	ENST00000400926.5
ENSG00000112493.12	ENST00000395114.7
ENSG00000112494.10	ENST00000230256.8
ENSG00000112499.13	ENST00000366953.8
ENSG00000112511.18	ENST00000374516.8
ENSG00000112514.18	ENST00000488034.6
ENSG00000112530.13	ENST00000337019.7
ENSG00000112531.17	ENST00000361752.8
ENSG00000112539.15	ENST00000230301.9
ENSG00000112541.19	ENST00000539869.4
ENSG00000112559.15	ENST00000373051.6
ENSG00000112561.19	ENST00000358871.6
ENSG00000112562.20	ENST00000354536.9
ENSG00000112576.13	ENST00000372991.9
ENSG00000112578.11	ENST00000715726.2
ENSG00000112584.14	ENST00000537664.5
ENSG00000112592.15	ENST00000392092.7
ENSG00000112599.9	ENST00000230361.4
ENSG00000112619.8	ENST00000230381.7
ENSG00000112624.14	ENST00000314073.10
ENSG00000112640.16	ENST00000485511.6
ENSG00000112651.12	ENST00000388752.8
ENSG00000112655.16	ENST00000481273.5
ENSG00000112658.8	ENST00000265354.6
ENSG00000112659.14	ENST00000252050.9
ENSG00000112667.13	ENST00000509253.5
ENSG00000112679.15	ENST00000419235.7
ENSG00000112685.14	ENST00000230449.9
ENSG00000112695.13	ENST00000370081.6
ENSG00000112697.17	ENST00000230461.11
ENSG00000112699.11	ENST00000380815.5
ENSG00000112701.18	ENST00000447266.7
ENSG00000112706.12	ENST00000369950.8
ENSG00000112715.26	ENST00000372055.9
ENSG00000112739.17	ENST00000480058.5
ENSG00000112742.10	ENST00000369798.7
ENSG00000112759.19	ENST00000651428.1
ENSG00000112761.22	ENST00000604763.5
ENSG00000112763.17	ENST00000312541.10
ENSG00000112769.20	ENST00000230538.12
ENSG00000112773.16	ENST00000369756.3
ENSG00000112782.19	ENST00000185206.12
ENSG00000112787.14	ENST00000434748.2
ENSG00000112796.10	ENST00000371383.7
ENSG00000112799.9	ENST00000379953.6
ENSG00000112812.16	ENST00000230582.8
ENSG00000112818.11	ENST00000611727.2
ENSG00000112837.17	ENST00000369663.10
ENSG00000112851.16	ENST00000506030.6
ENSG00000112852.7	ENST00000194155.7
ENSG00000112855.17	ENST00000645065.1
ENSG00000112874.10	ENST00000230792.7
ENSG00000112877.8	ENST00000264935.6
ENSG00000112893.10	ENST00000261483.5
ENSG00000112902.12	ENST00000382496.10
ENSG00000112936.21	ENST00000696333.1
ENSG00000112941.14	ENST00000230859.8
ENSG00000112964.14	ENST00000620156.4
ENSG00000112972.16	ENST00000715988.1
ENSG00000112977.16	ENST00000432074.2
ENSG00000112981.5	ENST00000265191.4
ENSG00000112983.18	ENST00000254900.10
ENSG00000112984.12	ENST00000394894.8
ENSG00000112992.18	ENST00000264663.9
ENSG00000112996.11	ENST00000507110.6
ENSG00000113013.16	ENST00000297185.9
ENSG00000113048.19	ENST00000695404.1
ENSG00000113068.10	ENST00000261813.9
ENSG00000113070.8	ENST00000230990.7
ENSG00000113073.15	ENST00000507527.1
ENSG00000113083.15	ENST00000231004.5
ENSG00000113088.6	ENST00000231009.3
ENSG00000113100.10	ENST00000231021.9
ENSG00000113108.20	ENST00000354402.9
ENSG00000113119.13	ENST00000252100.6
ENSG00000113140.11	ENST00000231061.9
ENSG00000113141.19	ENST00000417647.7
ENSG00000113161.17	ENST00000511206.5
ENSG00000113163.19	ENST00000405807.10
ENSG00000113194.13	ENST00000261942.7
ENSG00000113196.3	ENST00000231121.3
ENSG00000113205.5	ENST00000231130.3
ENSG00000113209.9	ENST00000231134.8
ENSG00000113211.6	ENST00000231136.4
ENSG00000113212.7	ENST00000231137.6
ENSG00000113231.14	ENST00000264917.10
ENSG00000113240.14	ENST00000316308.9
ENSG00000113248.6	ENST00000231173.6
ENSG00000113249.14	ENST00000522693.5
ENSG00000113262.16	ENST00000231188.9
ENSG00000113263.14	ENST00000422843.8
ENSG00000113269.14	ENST00000522208.6
ENSG00000113272.14	ENST00000231198.12
ENSG00000113273.17	ENST00000264914.10
ENSG00000113282.14	ENST00000523908.5
ENSG00000113296.14	ENST00000350881.6
ENSG00000113300.13	ENST00000261951.9
ENSG00000113302.6	ENST00000231228.3
ENSG00000113303.12	ENST00000340184.9
ENSG00000113312.12	ENST00000522793.5
ENSG00000113318.11	ENST00000265081.7
ENSG00000113319.13	ENST00000265080.9
ENSG00000113327.17	ENST00000414552.6
ENSG00000113328.21	ENST00000340828.7
ENSG00000113356.13	ENST00000651687.1
ENSG00000113360.17	ENST00000344624.8
ENSG00000113361.13	ENST00000265071.3
ENSG00000113368.12	ENST00000261366.10
ENSG00000113369.9	ENST00000265138.4
ENSG00000113384.14	ENST00000265070.7
ENSG00000113387.13	ENST00000506237.6
ENSG00000113389.16	ENST00000265074.13
ENSG00000113391.19	ENST00000395965.8
ENSG00000113396.13	ENST00000262462.9
ENSG00000113407.14	ENST00000455217.6
ENSG00000113430.11	ENST00000511126.2
ENSG00000113441.16	ENST00000231368.10
ENSG00000113448.21	ENST00000340635.11
ENSG00000113456.20	ENST00000382038.7
ENSG00000113460.13	ENST00000336767.6
ENSG00000113492.14	ENST00000231420.11
ENSG00000113494.17	ENST00000618457.5
ENSG00000113504.21	ENST00000264930.10
ENSG00000113520.11	ENST00000231449.7
ENSG00000113522.14	ENST00000378823.8
ENSG00000113525.10	ENST00000231454.6
ENSG00000113532.13	ENST00000231461.10
ENSG00000113552.16	ENST00000505689.5
ENSG00000113555.6	ENST00000231484.4
ENSG00000113558.19	ENST00000353411.11
ENSG00000113569.17	ENST00000231498.8
ENSG00000113575.13	ENST00000703354.2
ENSG00000113578.18	ENST00000359370.10
ENSG00000113580.15	ENST00000504572.5
ENSG00000113583.8	ENST00000231512.5
ENSG00000113593.12	ENST00000261308.10
ENSG00000113594.10	ENST00000263409.8
ENSG00000113595.15	ENST00000231524.14
ENSG00000113597.19	ENST00000438419.6
ENSG00000113600.12	ENST00000263408.5
ENSG00000113615.13	ENST00000398844.7
ENSG00000113621.15	ENST00000358387.9
ENSG00000113638.14	ENST00000337702.5
ENSG00000113643.9	ENST00000231572.8
ENSG00000113645.15	ENST00000521089.5
ENSG00000113648.17	ENST00000511689.6
ENSG00000113649.14	ENST00000679501.2
ENSG00000113657.13	ENST00000343218.10
ENSG00000113658.18	ENST00000545279.6
ENSG00000113712.19	ENST00000657706.1
ENSG00000113716.13	ENST00000613459.4
ENSG00000113719.17	ENST00000393784.8
ENSG00000113721.14	ENST00000261799.9
ENSG00000113722.18	ENST00000231656.13
ENSG00000113732.9	ENST00000519374.6
ENSG00000113734.18	ENST00000231668.13
ENSG00000113739.11	ENST00000265087.9
ENSG00000113742.14	ENST00000265085.10
ENSG00000113749.8	ENST00000636584.2
ENSG00000113758.14	ENST00000393565.6
ENSG00000113761.12	ENST00000503039.1
ENSG00000113763.12	ENST00000509580.2
ENSG00000113790.11	ENST00000231887.8
ENSG00000113805.9	ENST00000263665.7
ENSG00000113810.16	ENST00000357388.8
ENSG00000113811.12	ENST00000495461.6
ENSG00000113812.14	ENST00000335754.8
ENSG00000113838.13	ENST00000338733.10
ENSG00000113845.10	ENST00000494664.6
ENSG00000113851.16	ENST00000639284.1
ENSG00000113889.14	ENST00000644859.2
ENSG00000113905.5	ENST00000232003.5
ENSG00000113916.18	ENST00000406870.7
ENSG00000113924.12	ENST00000283871.10
ENSG00000113946.4	ENST00000264734.3
ENSG00000113966.11	ENST00000631834.2
ENSG00000113971.21	ENST00000337331.10
ENSG00000114013.16	ENST00000330540.7
ENSG00000114019.15	ENST00000514516.5
ENSG00000114021.12	ENST00000394140.9
ENSG00000114023.16	ENST00000692876.1
ENSG00000114026.22	ENST00000302036.12
ENSG00000114030.13	ENST00000344337.11
ENSG00000114054.14	ENST00000468777.5
ENSG00000114062.22	ENST00000650110.1
ENSG00000114098.18	ENST00000469044.6
ENSG00000114107.9	ENST00000264982.8
ENSG00000114113.6	ENST00000232217.6
ENSG00000114115.11	ENST00000672186.1
ENSG00000114120.14	ENST00000324194.12
ENSG00000114124.3	ENST00000264952.2
ENSG00000114125.14	ENST00000273480.4
ENSG00000114126.18	ENST00000489671.6
ENSG00000114127.11	ENST00000264951.8
ENSG00000114166.8	ENST00000263754.5
ENSG00000114200.10	ENST00000264381.8
ENSG00000114204.16	ENST00000461846.5
ENSG00000114209.15	ENST00000392750.7
ENSG00000114248.10	ENST00000316428.10
ENSG00000114251.15	ENST00000264634.9
ENSG00000114268.12	ENST00000232375.8
ENSG00000114270.18	ENST00000328333.12
ENSG00000114279.15	ENST00000454309.7
ENSG00000114302.17	ENST00000706572.1
ENSG00000114315.4	ENST00000232424.4
ENSG00000114316.13	ENST00000265560.9
ENSG00000114331.16	ENST00000450200.2
ENSG00000114346.14	ENST00000392692.8
ENSG00000114349.10	ENST00000232461.8
ENSG00000114353.17	ENST00000313601.11
ENSG00000114354.15	ENST00000675692.1
ENSG00000114374.13	ENST00000651177.1
ENSG00000114378.17	ENST00000395144.7
ENSG00000114383.10	ENST00000232496.5
ENSG00000114388.14	ENST00000232501.8
ENSG00000114391.14	ENST00000394077.8
ENSG00000114395.11	ENST00000424512.5
ENSG00000114405.11	ENST00000462069.6
ENSG00000114416.19	ENST00000698794.1
ENSG00000114423.23	ENST00000394030.8
ENSG00000114439.19	ENST00000325805.13
ENSG00000114446.5	ENST00000264538.4
ENSG00000114450.11	ENST00000232564.8
ENSG00000114455.15	ENST00000467761.6
ENSG00000114473.14	ENST00000455191.5
ENSG00000114480.13	ENST00000429644.7
ENSG00000114487.10	ENST00000232603.10
ENSG00000114491.14	ENST00000232607.7
ENSG00000114503.11	ENST00000321256.10
ENSG00000114520.11	ENST00000251775.9
ENSG00000114529.13	ENST00000431717.6
ENSG00000114541.15	ENST00000398540.8
ENSG00000114544.17	ENST00000315891.10
ENSG00000114547.10	ENST00000251776.8
ENSG00000114554.12	ENST00000393409.3
ENSG00000114573.12	ENST00000703904.2
ENSG00000114626.18	ENST00000232744.13
ENSG00000114631.11	ENST00000342480.7
ENSG00000114638.8	ENST00000264234.8
ENSG00000114646.10	ENST00000383738.6
ENSG00000114648.12	ENST00000232766.6
ENSG00000114650.21	ENST00000265565.10
ENSG00000114654.8	ENST00000683648.1
ENSG00000114656.13	ENST00000645291.3
ENSG00000114670.14	ENST00000383366.9
ENSG00000114686.9	ENST00000425847.6
ENSG00000114698.15	ENST00000354952.7
ENSG00000114735.10	ENST00000434410.5
ENSG00000114737.16	ENST00000443053.6
ENSG00000114738.11	ENST00000446044.5
ENSG00000114739.14	ENST00000352511.5
ENSG00000114742.14	ENST00000302313.10
ENSG00000114744.9	ENST00000473414.6
ENSG00000114745.15	ENST00000437458.4
ENSG00000114757.19	ENST00000467460.6
ENSG00000114767.7	ENST00000232888.7
ENSG00000114770.17	ENST00000334444.11
ENSG00000114771.14	ENST00000232892.12
ENSG00000114779.20	ENST00000483233.5
ENSG00000114784.4	ENST00000232905.4
ENSG00000114786.16	ENST00000637978.1
ENSG00000114790.13	ENST00000356448.8
ENSG00000114796.16	ENST00000242810.11
ENSG00000114805.18	ENST00000340059.11
ENSG00000114812.13	ENST00000325123.5
ENSG00000114841.18	ENST00000420323.7
ENSG00000114850.7	ENST00000467789.5
ENSG00000114853.15	ENST00000680014.1
ENSG00000114854.8	ENST00000232975.8
ENSG00000114857.19	ENST00000232978.13
ENSG00000114859.16	ENST00000265593.9
ENSG00000114861.24	ENST00000648426.1
ENSG00000114867.22	ENST00000352767.7
ENSG00000114902.14	ENST00000233025.11
ENSG00000114904.13	ENST00000233027.10
ENSG00000114923.17	ENST00000273063.10
ENSG00000114933.16	ENST00000403263.6
ENSG00000114942.15	ENST00000236957.9
ENSG00000114948.13	ENST00000264377.8
ENSG00000114956.20	ENST00000264093.9
ENSG00000114978.18	ENST00000396049.5
ENSG00000114982.19	ENST00000666923.1
ENSG00000114988.12	ENST00000377079.8
ENSG00000114993.17	ENST00000272430.10
ENSG00000114999.8	ENST00000233336.7
ENSG00000115008.6	ENST00000263339.4
ENSG00000115009.13	ENST00000358813.5
ENSG00000115020.17	ENST00000264380.9
ENSG00000115041.14	ENST00000295225.10
ENSG00000115042.10	ENST00000233379.9
ENSG00000115053.17	ENST00000356936.6
ENSG00000115073.8	ENST00000289228.7
ENSG00000115084.15	ENST00000245680.7
ENSG00000115085.16	ENST00000264972.10
ENSG00000115091.12	ENST00000263238.7
ENSG00000115107.20	ENST00000393110.7
ENSG00000115109.14	ENST00000263713.10
ENSG00000115112.8	ENST00000263707.6
ENSG00000115128.7	ENST00000233468.5
ENSG00000115129.14	ENST00000238721.9
ENSG00000115137.12	ENST00000264711.7
ENSG00000115138.11	ENST00000380794.5
ENSG00000115145.10	ENST00000263904.5
ENSG00000115155.19	ENST00000272371.7
ENSG00000115159.17	ENST00000310454.10
ENSG00000115163.15	ENST00000335756.9
ENSG00000115165.11	ENST00000264192.8
ENSG00000115170.16	ENST00000682025.1
ENSG00000115183.15	ENST00000263635.8
ENSG00000115194.11	ENST00000233535.9
ENSG00000115204.15	ENST00000405983.5
ENSG00000115207.15	ENST00000359541.6
ENSG00000115211.17	ENST00000493344.6
ENSG00000115216.14	ENST00000379863.7
ENSG00000115221.13	ENST00000283249.7
ENSG00000115226.10	ENST00000264703.4
ENSG00000115232.14	ENST00000397033.7
ENSG00000115233.12	ENST00000409682.8
ENSG00000115234.11	ENST00000233575.7
ENSG00000115239.24	ENST00000263634.8
ENSG00000115241.11	ENST00000344034.5
ENSG00000115252.19	ENST00000435564.6
ENSG00000115255.12	ENST00000395479.10
ENSG00000115257.15	ENST00000300954.10
ENSG00000115263.15	ENST00000418842.7
ENSG00000115266.12	ENST00000590469.6
ENSG00000115267.10	ENST00000649979.2
ENSG00000115268.10	ENST00000593052.5
ENSG00000115271.11	ENST00000437150.7
ENSG00000115274.15	ENST00000233331.12
ENSG00000115275.15	ENST00000448666.7
ENSG00000115282.21	ENST00000233623.11
ENSG00000115286.21	ENST00000414651.3
