gene_id	transcript_id
FBgn0031224	FBtr0078116
FBgn0031227	FBtr0078147
FBgn0031228	FBtr0330641
FBgn0031229	FBtr0078119
FBgn0031231	FBtr0078124
FBgn0031232	FBtr0308246
FBgn0031233	FBtr0332339
FBgn0031235	FBtr0078126
FBgn0031238	FBtr0078140
FBgn0031239	FBtr0308252
FBgn0031240	FBtr0078127
FBgn0031244	FBtr0078137
FBgn0031245	FBtr0078136
FBgn0031247	FBtr0078130
FBgn0031248	FBtr0078099
FBgn0031249	FBtr0078098
FBgn0031250	FBtr0078094
FBgn0031251	FBtr0331204
FBgn0031252	FBtr0078090
FBgn0031253	FBtr0078089
FBgn0031254	FBtr0078057
FBgn0031255	FBtr0078058
FBgn0031256	FBtr0078060
FBgn0031257	FBtr0078061
FBgn0031258	FBtr0310034
FBgn0031260	FBtr0078080
FBgn0031261	FBtr0078064
FBgn0031263	FBtr0078066
FBgn0031264	FBtr0332341
FBgn0031265	FBtr0078067
FBgn0031266	FBtr0332340
FBgn0031267	FBtr0078074
FBgn0031268	FBtr0310022
FBgn0031270	FBtr0078071
FBgn0031273	FBtr0077999
FBgn0031275	FBtr0308257
FBgn0031276	FBtr0078003
FBgn0031277	FBtr0078005
FBgn0031279	FBtr0078007
FBgn0031281	FBtr0078041
FBgn0031282	FBtr0078010
FBgn0031283	FBtr0078040
FBgn0031284	FBtr0078039
FBgn0031285	FBtr0078012
FBgn0031286	FBtr0078038
FBgn0031287	FBtr0334797
FBgn0031288	FBtr0334796
FBgn0031289	FBtr0078018
FBgn0031292	FBtr0345634
FBgn0031294	FBtr0301416
FBgn0031295	FBtr0077997
FBgn0031296	FBtr0301087
FBgn0031298	FBtr0077953
FBgn0031299	FBtr0332571
FBgn0031301	FBtr0077954
FBgn0031302	FBtr0077955
FBgn0031304	FBtr0077956
FBgn0031305	FBtr0077986
FBgn0031306	FBtr0332271
FBgn0031307	FBtr0077958
FBgn0031309	FBtr0077985
FBgn0031310	FBtr0077960
FBgn0031312	FBtr0331287
FBgn0031313	FBtr0077981
FBgn0031314	FBtr0077962
FBgn0031315	FBtr0077964
FBgn0031317	FBtr0077979
FBgn0031318	FBtr0331288
FBgn0031319	FBtr0077968
FBgn0031320	FBtr0077978
FBgn0031321	FBtr0077971
FBgn0031322	FBtr0307056
FBgn0031323	FBtr0077977
FBgn0031324	FBtr0114498
FBgn0031327	FBtr0335383
FBgn0031331	FBtr0305552
FBgn0031332	FBtr0343845
FBgn0031333	FBtr0077947
FBgn0031335	FBtr0077944
FBgn0031337	FBtr0077926
FBgn0031343	FBtr0334822
FBgn0031344	FBtr0334820
FBgn0031345	FBtr0077919
FBgn0031347	FBtr0077917
FBgn0031351	FBtr0077876
FBgn0031356	FBtr0077912
FBgn0031357	FBtr0077882
FBgn0031359	FBtr0077910
FBgn0031360	FBtr0077884
FBgn0031361	FBtr0077904
FBgn0031364	FBtr0077887
FBgn0031365	FBtr0077901
FBgn0031367	FBtr0077894
FBgn0031372	FBtr0077891
FBgn0031373	FBtr0473590
FBgn0031374	FBtr0333006
FBgn0031375	FBtr0330202
FBgn0031377	FBtr0077869
FBgn0031378	FBtr0077814
FBgn0031379	FBtr0077815
FBgn0031381	FBtr0077816
FBgn0031384	FBtr0334773
FBgn0031388	FBtr0077827
FBgn0031389	FBtr0077854
FBgn0031390	FBtr0301660
FBgn0031391	FBtr0334813
FBgn0031392	FBtr0077831
FBgn0031393	FBtr0077832
FBgn0031395	FBtr0330664
FBgn0031397	FBtr0077845
FBgn0031398	FBtr0077843
FBgn0031399	FBtr0077835
FBgn0031401	FBtr0077837
FBgn0031403	FBtr0113015
FBgn0031406	FBtr0077804
FBgn0031407	FBtr0077754
FBgn0031409	FBtr0077756
FBgn0031410	FBtr0077801
FBgn0031412	FBtr0077758
FBgn0031413	FBtr0077799
FBgn0031414	FBtr0344663
FBgn0031417	FBtr0330667
FBgn0031418	FBtr0077791
FBgn0031419	FBtr0077764
FBgn0031420	FBtr0077766
FBgn0031422	FBtr0077768
FBgn0031423	FBtr0077790
FBgn0031424	FBtr0077769
FBgn0031426	FBtr0307079
FBgn0031428	FBtr0077770
FBgn0031430	FBtr0077781
FBgn0031431	FBtr0077750
FBgn0031432	FBtr0335167
FBgn0031434	FBtr0077746
FBgn0031435	FBtr0077693
FBgn0031436	FBtr0335174
FBgn0031437	FBtr0077694
FBgn0031440	FBtr0114513
FBgn0031441	FBtr0077743
FBgn0031442	FBtr0077697
FBgn0031443	FBtr0077699
FBgn0031444	FBtr0077700
FBgn0031446	FBtr0300986
FBgn0031449	FBtr0334161
FBgn0031450	FBtr0089751
FBgn0031451	FBtr0077740
FBgn0031452	FBtr0077712
FBgn0031453	FBtr0077713
FBgn0031454	FBtr0100383
FBgn0031455	FBtr0077737
FBgn0031456	FBtr0077715
FBgn0031457	FBtr0077736
FBgn0031458	FBtr0077716
FBgn0031459	FBtr0077718
FBgn0031460	FBtr0077730
FBgn0031461	FBtr0077721
FBgn0031462	FBtr0077722
FBgn0031463	FBtr0113017
FBgn0031465	FBtr0077723
FBgn0031466	FBtr0077691
FBgn0031467	FBtr0077618
FBgn0031468	FBtr0077619
FBgn0031469	FBtr0273251
FBgn0031470	FBtr0077689
FBgn0031471	FBtr0300356
FBgn0031472	FBtr0335130
FBgn0031473	FBtr0077686
FBgn0031474	FBtr0077625
FBgn0031476	FBtr0077628
FBgn0031478	FBtr0077629
FBgn0031479	FBtr0077684
FBgn0031483	FBtr0077676
FBgn0031484	FBtr0077642
FBgn0031485	FBtr0077675
FBgn0031488	FBtr0077646
FBgn0031489	FBtr0331629
FBgn0031490	FBtr0077647
FBgn0031491	FBtr0077670
FBgn0031492	FBtr0077648
FBgn0031493	FBtr0335484
FBgn0031494	FBtr0077650
FBgn0031495	FBtr0077651
FBgn0031496	FBtr0300814
FBgn0031497	FBtr0077667
FBgn0031498	FBtr0077653
FBgn0031500	FBtr0335479
FBgn0031501	FBtr0077656
FBgn0031504	FBtr0077661
FBgn0031505	FBtr0329905
FBgn0031512	FBtr0344142
FBgn0031513	FBtr0340587
FBgn0031514	FBtr0077609
FBgn0031515	FBtr0077605
FBgn0031516	FBtr0077604
FBgn0031517	FBtr0077580
FBgn0031518	FBtr0114460
FBgn0031519	FBtr0331372
FBgn0031520	FBtr0339546
FBgn0031522	FBtr0077586
FBgn0031523	FBtr0077587
FBgn0031526	FBtr0077588
FBgn0031528	FBtr0332408
FBgn0031529	FBtr0332407
FBgn0031530	FBtr0077592
FBgn0031531	FBtr0077590
FBgn0031533	FBtr0077516
FBgn0031534	FBtr0077517
FBgn0031535	FBtr0113019
FBgn0031536	FBtr0077573
FBgn0031538	FBtr0077572
FBgn0031540	FBtr0343239
FBgn0031542	FBtr0077568
FBgn0031544	FBtr0333250
FBgn0031545	FBtr0077561
FBgn0031546	FBtr0333251
FBgn0031547	FBtr0077560
FBgn0031548	FBtr0089937
FBgn0031549	FBtr0301590
FBgn0031550	FBtr0077529
FBgn0031554	FBtr0446100
FBgn0031558	FBtr0339575
FBgn0031559	FBtr0077549
FBgn0031560	FBtr0077547
FBgn0031561	FBtr0345610
FBgn0031562	FBtr0077545
FBgn0031563	FBtr0077544
FBgn0031564	FBtr0300299
FBgn0031566	FBtr0077537
FBgn0031568	FBtr0479853
FBgn0031571	FBtr0307051
FBgn0031573	FBtr0077515
FBgn0031574	FBtr0334832
FBgn0031575	FBtr0077504
FBgn0031579	FBtr0077505
FBgn0031580	FBtr0077506
FBgn0031585	FBtr0077468
FBgn0031589	FBtr0077479
FBgn0031590	FBtr0334790
FBgn0031592	FBtr0345748
FBgn0031596	FBtr0077428
FBgn0031597	FBtr0077464
FBgn0031598	FBtr0077462
FBgn0031600	FBtr0077460
FBgn0031601	FBtr0077435
FBgn0031602	FBtr0331436
FBgn0031603	FBtr0077438
FBgn0031604	FBtr0077439
FBgn0031606	FBtr0077455
FBgn0031607	FBtr0077454
FBgn0031608	FBtr0345632
FBgn0031609	FBtr0077450
FBgn0031610	FBtr0077442
FBgn0031611	FBtr0077443
FBgn0031613	FBtr0077444
FBgn0031617	FBtr0300354
FBgn0031619	FBtr0077376
FBgn0031620	FBtr0077377
FBgn0031621	FBtr0077378
FBgn0031622	FBtr0077422
FBgn0031623	FBtr0077420
FBgn0031626	FBtr0077419
FBgn0031627	FBtr0077418
FBgn0031628	FBtr0077381
FBgn0031630	FBtr0077383
FBgn0031631	FBtr0077416
FBgn0031632	FBtr0336962
FBgn0031633	FBtr0077415
FBgn0031634	FBtr0332480
FBgn0031635	FBtr0077412
FBgn0031636	FBtr0300756
FBgn0031637	FBtr0300941
FBgn0031638	FBtr0077386
FBgn0031639	FBtr0077408
FBgn0031640	FBtr0077387
FBgn0031643	FBtr0077389
FBgn0031644	FBtr0077390
FBgn0031645	FBtr0336832
FBgn0031646	FBtr0077403
FBgn0031649	FBtr0077394
FBgn0031650	FBtr0078990
FBgn0031651	FBtr0079058
FBgn0031652	FBtr0079057
FBgn0031653	FBtr0079056
FBgn0031654	FBtr0079055
FBgn0031655	FBtr0078992
FBgn0031657	FBtr0078994
FBgn0031659	FBtr0078995
FBgn0031660	FBtr0331227
FBgn0031661	FBtr0079049
FBgn0031662	FBtr0078997
FBgn0031663	FBtr0079048
FBgn0031664	FBtr0079046
FBgn0031668	FBtr0079037
FBgn0031670	FBtr0079000
FBgn0031673	FBtr0301906
FBgn0031675	FBtr0079032
FBgn0031676	FBtr0079009
FBgn0031677	FBtr0079029
FBgn0031678	FBtr0079028
FBgn0031681	FBtr0111024
FBgn0031682	FBtr0329981
FBgn0031683	FBtr0329983
FBgn0031684	FBtr0079025
FBgn0031688	FBtr0079061
FBgn0031689	FBtr0079062
FBgn0031690	FBtr0346461
FBgn0031692	FBtr0346458
FBgn0031693	FBtr0079066
FBgn0031694	FBtr0300456
FBgn0031695	FBtr0079068
FBgn0031696	FBtr0342934
FBgn0031697	FBtr0079082
FBgn0031698	FBtr0329969
FBgn0031700	FBtr0079080
FBgn0031701	FBtr0079073
FBgn0031702	FBtr0079078
FBgn0031703	FBtr0079077
FBgn0031707	FBtr0329966
FBgn0031708	FBtr0079130
FBgn0031710	FBtr0079129
FBgn0031711	FBtr0343257
FBgn0031713	FBtr0079128
FBgn0031715	FBtr0079127
FBgn0031716	FBtr0079126
FBgn0031717	FBtr0079101
FBgn0031718	FBtr0114511
FBgn0031719	FBtr0079103
FBgn0031720	FBtr0079121
FBgn0031721	FBtr0079104
FBgn0031722	FBtr0079119
FBgn0031723	FBtr0079117
FBgn0031724	FBtr0079109
FBgn0031725	FBtr0343246
FBgn0031726	FBtr0343243
FBgn0031728	FBtr0079111
FBgn0031729	FBtr0302949
FBgn0031730	FBtr0343387
FBgn0031731	FBtr0343392
FBgn0031732	FBtr0079169
FBgn0031733	FBtr0332555
FBgn0031734	FBtr0079165
FBgn0031735	FBtr0079136
FBgn0031736	FBtr0079135
FBgn0031737	FBtr0079164
FBgn0031738	FBtr0301234
FBgn0031739	FBtr0079160
FBgn0031740	FBtr0079139
FBgn0031741	FBtr0342609
FBgn0031745	FBtr0079158
FBgn0031746	FBtr0342615
FBgn0031747	FBtr0345750
FBgn0031749	FBtr0079153
FBgn0031751	FBtr0079151
FBgn0031752	FBtr0333231
FBgn0031753	FBtr0079150
FBgn0031756	FBtr0309288
FBgn0031757	FBtr0079172
FBgn0031758	FBtr0079173
FBgn0031759	FBtr0307071
FBgn0031760	FBtr0113024
FBgn0031762	FBtr0079228
FBgn0031763	FBtr0079181
FBgn0031764	FBtr0079225
FBgn0031765	FBtr0343131
FBgn0031766	FBtr0079222
FBgn0031768	FBtr0343120
FBgn0031769	FBtr0346135
FBgn0031770	FBtr0079187
FBgn0031771	FBtr0079216
FBgn0031772	FBtr0079188
FBgn0031773	FBtr0079215
FBgn0031774	FBtr0343124
FBgn0031775	FBtr0302213
FBgn0031776	FBtr0343125
FBgn0031777	FBtr0079213
FBgn0031779	FBtr0079211
FBgn0031782	FBtr0346267
FBgn0031784	FBtr0079201
FBgn0031785	FBtr0079202
FBgn0031786	FBtr0079204
FBgn0031791	FBtr0340167
FBgn0031792	FBtr0079285
FBgn0031799	FBtr0331226
FBgn0031800	FBtr0079283
FBgn0031801	FBtr0079282
FBgn0031802	FBtr0079281
FBgn0031803	FBtr0346719
FBgn0031804	FBtr0473626
FBgn0031805	FBtr0079253
FBgn0031808	FBtr0079255
FBgn0031811	FBtr0079256
FBgn0031813	FBtr0114603
FBgn0031814	FBtr0329951
FBgn0031815	FBtr0079259
FBgn0031816	FBtr0331186
FBgn0031817	FBtr0331185
FBgn0031818	FBtr0303229
FBgn0031820	FBtr0344764
FBgn0031822	FBtr0079264
FBgn0031824	FBtr0079263
FBgn0031826	FBtr0079286
FBgn0031829	FBtr0479839
FBgn0031830	FBtr0343157
FBgn0031831	FBtr0079289
FBgn0031832	FBtr0343163
FBgn0031834	FBtr0079330
FBgn0031835	FBtr0343159
FBgn0031836	FBtr0079293
FBgn0031837	FBtr0113026
FBgn0031844	FBtr0079323
FBgn0031848	FBtr0333349
FBgn0031849	FBtr0079315
FBgn0031850	FBtr0079312
FBgn0031851	FBtr0079299
FBgn0031853	FBtr0300056
FBgn0031854	FBtr0079305
FBgn0031855	FBtr0339237
FBgn0031856	FBtr0290242
FBgn0031857	FBtr0331216
FBgn0031858	FBtr0079336
FBgn0031859	FBtr0309815
FBgn0031860	FBtr0079339
FBgn0031861	FBtr0300821
FBgn0031865	FBtr0079374
FBgn0031866	FBtr0079344
FBgn0031868	FBtr0332324
FBgn0031869	FBtr0332327
FBgn0031871	FBtr0332325
FBgn0031872	FBtr0079365
FBgn0031873	FBtr0079364
FBgn0031874	FBtr0343775
FBgn0031875	FBtr0079350
FBgn0031876	FBtr0079362
FBgn0031877	FBtr0343774
FBgn0031878	FBtr0079358
FBgn0031879	FBtr0307073
FBgn0031881	FBtr0079389
FBgn0031882	FBtr0079428
FBgn0031883	FBtr0089640
FBgn0031885	FBtr0079401
FBgn0031886	FBtr0079424
FBgn0031887	FBtr0289952
FBgn0031888	FBtr0079423
FBgn0031893	FBtr0113028
FBgn0031894	FBtr0342654
FBgn0031895	FBtr0302948
FBgn0031896	FBtr0079416
FBgn0031897	FBtr0330199
FBgn0031900	FBtr0333353
FBgn0031902	FBtr0303251
FBgn0031903	FBtr0481634
FBgn0031904	FBtr0079469
FBgn0031905	FBtr0079438
FBgn0031906	FBtr0079468
FBgn0031907	FBtr0302587
FBgn0031908	FBtr0079441
FBgn0031909	FBtr0079467
FBgn0031910	FBtr0079442
FBgn0031913	FBtr0079466
FBgn0031914	FBtr0301152
FBgn0031918	FBtr0079449
FBgn0031920	FBtr0079451
FBgn0031925	FBtr0079471
FBgn0031926	FBtr0079472
FBgn0031929	FBtr0335489
FBgn0031930	FBtr0079515
FBgn0031935	FBtr0302518
FBgn0031936	FBtr0079507
FBgn0031937	FBtr0300709
FBgn0031939	FBtr0114496
FBgn0031940	FBtr0079499
FBgn0031941	FBtr0079481
FBgn0031942	FBtr0346499
FBgn0031945	FBtr0079485
FBgn0031946	FBtr0079487
FBgn0031947	FBtr0079488
FBgn0031948	FBtr0079496
FBgn0031950	FBtr0079493
FBgn0031951	FBtr0079489
FBgn0031952	FBtr0079492
FBgn0031954	FBtr0079526
FBgn0031955	FBtr0343421
FBgn0031957	FBtr0079563
FBgn0031959	FBtr0079561
FBgn0031961	FBtr0079559
FBgn0031968	FBtr0300185
FBgn0031969	FBtr0344861
FBgn0031970	FBtr0079551
FBgn0031971	FBtr0079532
FBgn0031972	FBtr0079550
FBgn0031973	FBtr0079549
FBgn0031974	FBtr0300761
FBgn0031975	FBtr0079533
FBgn0031976	FBtr0301129
FBgn0031977	FBtr0333095
FBgn0031979	FBtr0079540
FBgn0031980	FBtr0345332
FBgn0031981	FBtr0344788
FBgn0031985	FBtr0301229
FBgn0031986	FBtr0079575
FBgn0031987	FBtr0079642
FBgn0031988	FBtr0079576
FBgn0031990	FBtr0079641
FBgn0031992	FBtr0346463
FBgn0031995	FBtr0335186
FBgn0031996	FBtr0079586
FBgn0031997	FBtr0079588
FBgn0031998	FBtr0079637
FBgn0031999	FBtr0079589
FBgn0032000	FBtr0079634
FBgn0032001	FBtr0089935
FBgn0032002	FBtr0079593
FBgn0032003	FBtr0079594
FBgn0032004	FBtr0079632
FBgn0032005	FBtr0306170
FBgn0032006	FBtr0302148
FBgn0032008	FBtr0079595
FBgn0032010	FBtr0332360
FBgn0032013	FBtr0329935
FBgn0032014	FBtr0079598
FBgn0032015	FBtr0079613
FBgn0032016	FBtr0079599
FBgn0032017	FBtr0079612
FBgn0032018	FBtr0079600
FBgn0032020	FBtr0079601
FBgn0032021	FBtr0079609
FBgn0032022	FBtr0079602
FBgn0032023	FBtr0079604
FBgn0032024	FBtr0079605
FBgn0032025	FBtr0079606
FBgn0032026	FBtr0307092
FBgn0032029	FBtr0079648
FBgn0032030	FBtr0079650
FBgn0032031	FBtr0079723
FBgn0032032	FBtr0079651
FBgn0032033	FBtr0331995
FBgn0032034	FBtr0303472
FBgn0032036	FBtr0079655
FBgn0032039	FBtr0079660
FBgn0032040	FBtr0079661
FBgn0032042	FBtr0331990
FBgn0032047	FBtr0079681
FBgn0032048	FBtr0079700
FBgn0032049	FBtr0079701
FBgn0032050	FBtr0079698
FBgn0032051	FBtr0079697
FBgn0032052	FBtr0079682
FBgn0032053	FBtr0079696
FBgn0032054	FBtr0333413
FBgn0032055	FBtr0079684
FBgn0032057	FBtr0079753
FBgn0032058	FBtr0079751
FBgn0032059	FBtr0079750
FBgn0032061	FBtr0339543
FBgn0032065	FBtr0079732
FBgn0032066	FBtr0340230
FBgn0032067	FBtr0302992
FBgn0032068	FBtr0345752
FBgn0032069	FBtr0079741
FBgn0032072	FBtr0079738
FBgn0032074	FBtr0300289
FBgn0032075	FBtr0079755
FBgn0032076	FBtr0340263
FBgn0032077	FBtr0340262
FBgn0032078	FBtr0079789
FBgn0032079	FBtr0113029
FBgn0032080	FBtr0079786
FBgn0032082	FBtr0332186
FBgn0032083	FBtr0332207
FBgn0032084	FBtr0079783
FBgn0032085	FBtr0079761
FBgn0032086	FBtr0079762
FBgn0032087	FBtr0079765
FBgn0032088	FBtr0079766
FBgn0032089	FBtr0079779
FBgn0032090	FBtr0339808
FBgn0032094	FBtr0079767
FBgn0032095	FBtr0079768
FBgn0032096	FBtr0079770
FBgn0032100	FBtr0079773
FBgn0032101	FBtr0330220
FBgn0032104	FBtr0079819
FBgn0032105	FBtr0079818
FBgn0032109	FBtr0273186
FBgn0032110	FBtr0336625
FBgn0032111	FBtr0079805
FBgn0032115	FBtr0079813
FBgn0032116	FBtr0303897
FBgn0032117	FBtr0079811
FBgn0032119	FBtr0079810
FBgn0032120	FBtr0089853
FBgn0032122	FBtr0079829
FBgn0032123	FBtr0079825
FBgn0032124	FBtr0079830
FBgn0032125	FBtr0079831
FBgn0032126	FBtr0079832
FBgn0032127	FBtr0273329
FBgn0032129	FBtr0479942
FBgn0032130	FBtr0079835
FBgn0032131	FBtr0079836
FBgn0032132	FBtr0114535
FBgn0032135	FBtr0302199
FBgn0032136	FBtr0303874
FBgn0032138	FBtr0079848
FBgn0032139	FBtr0335502
FBgn0032140	FBtr0335503
FBgn0032143	FBtr0079867
FBgn0032144	FBtr0079868
FBgn0032147	FBtr0079869
FBgn0032149	FBtr0303447
FBgn0032150	FBtr0079917
FBgn0032151	FBtr0079912
FBgn0032153	FBtr0113031
FBgn0032154	FBtr0079911
FBgn0032156	FBtr0300866
FBgn0032157	FBtr0079901
FBgn0032160	FBtr0332505
FBgn0032161	FBtr0079878
FBgn0032162	FBtr0079879
FBgn0032163	FBtr0079898
FBgn0032166	FBtr0079883
FBgn0032167	FBtr0331635
FBgn0032168	FBtr0079892
FBgn0032169	FBtr0343737
FBgn0032170	FBtr0079887
FBgn0032171	FBtr0346717
FBgn0032172	FBtr0329986
FBgn0032175	FBtr0079971
FBgn0032176	FBtr0079933
FBgn0032178	FBtr0079938
FBgn0032181	FBtr0079969
FBgn0032184	FBtr0339512
FBgn0032187	FBtr0079943
FBgn0032188	FBtr0301684
FBgn0032189	FBtr0079962
FBgn0032191	FBtr0079960
FBgn0032192	FBtr0079959
FBgn0032193	FBtr0079958
FBgn0032194	FBtr0445415
FBgn0032195	FBtr0079950
FBgn0032196	FBtr0079956
FBgn0032197	FBtr0079953
FBgn0032198	FBtr0079952
FBgn0032200	FBtr0080086
FBgn0032202	FBtr0089738
FBgn0032204	FBtr0079984
FBgn0032205	FBtr0079985
FBgn0032208	FBtr0080074
FBgn0032209	FBtr0080073
FBgn0032210	FBtr0080070
FBgn0032211	FBtr0080066
FBgn0032213	FBtr0344857
FBgn0032214	FBtr0079987
FBgn0032216	FBtr0080061
FBgn0032217	FBtr0079988
FBgn0032218	FBtr0080060
FBgn0032219	FBtr0079990
FBgn0032221	FBtr0452145
FBgn0032222	FBtr0079992
FBgn0032223	FBtr0079993
FBgn0032224	FBtr0079998
FBgn0032225	FBtr0079999
FBgn0032228	FBtr0080055
FBgn0032229	FBtr0080000
FBgn0032230	FBtr0080002
FBgn0032231	FBtr0080003
FBgn0032233	FBtr0332191
FBgn0032234	FBtr0332193
FBgn0032235	FBtr0080006
FBgn0032236	FBtr0080007
FBgn0032240	FBtr0100253
FBgn0032242	FBtr0080047
FBgn0032243	FBtr0302038
FBgn0032244	FBtr0080019
FBgn0032246	FBtr0080020
FBgn0032247	FBtr0080024
FBgn0032248	FBtr0080044
FBgn0032249	FBtr0080043
FBgn0032250	FBtr0080026
FBgn0032251	FBtr0301167
FBgn0032252	FBtr0080029
FBgn0032253	FBtr0321259
FBgn0032256	FBtr0080032
FBgn0032258	FBtr0080038
FBgn0032259	FBtr0100565
FBgn0032260	FBtr0080037
FBgn0032261	FBtr0337004
FBgn0032262	FBtr0080135
FBgn0032264	FBtr0331672
FBgn0032265	FBtr0080094
FBgn0032266	FBtr0080095
FBgn0032268	FBtr0080098
FBgn0032269	FBtr0080132
FBgn0032271	FBtr0331373
FBgn0032280	FBtr0080106
FBgn0032281	FBtr0080107
FBgn0032282	FBtr0080130
FBgn0032283	FBtr0080129
FBgn0032284	FBtr0080128
FBgn0032285	FBtr0080127
FBgn0032286	FBtr0080125
FBgn0032287	FBtr0080108
FBgn0032289	FBtr0303568
FBgn0032290	FBtr0080110
FBgn0032291	FBtr0080111
FBgn0032292	FBtr0080122
FBgn0032293	FBtr0080112
FBgn0032294	FBtr0080120
FBgn0032295	FBtr0080113
FBgn0032296	FBtr0080119
FBgn0032297	FBtr0080118
FBgn0032298	FBtr0080191
FBgn0032299	FBtr0290229
FBgn0032303	FBtr0080139
FBgn0032304	FBtr0080140
FBgn0032305	FBtr0301710
FBgn0032311	FBtr0080144
FBgn0032312	FBtr0080178
FBgn0032313	FBtr0080177
FBgn0032314	FBtr0301184
FBgn0032315	FBtr0340557
FBgn0032318	FBtr0306115
FBgn0032321	FBtr0080146
FBgn0032322	FBtr0329948
FBgn0032329	FBtr0080162
FBgn0032330	FBtr0080161
FBgn0032331	FBtr0113035
FBgn0032335	FBtr0080193
FBgn0032336	FBtr0080234
FBgn0032337	FBtr0343623
FBgn0032338	FBtr0343621
FBgn0032339	FBtr0080196
FBgn0032341	FBtr0080230
FBgn0032343	FBtr0080229
FBgn0032345	FBtr0080227
FBgn0032346	FBtr0080226
FBgn0032348	FBtr0080200
FBgn0032350	FBtr0080222
FBgn0032354	FBtr0343614
FBgn0032358	FBtr0080212
FBgn0032360	FBtr0345463
FBgn0032362	FBtr0305261
FBgn0032363	FBtr0080247
FBgn0032364	FBtr0080239
FBgn0032365	FBtr0100456
FBgn0032366	FBtr0080245
FBgn0032368	FBtr0340563
FBgn0032369	FBtr0340572
FBgn0032370	FBtr0080266
FBgn0032371	FBtr0340565
FBgn0032372	FBtr0080254
FBgn0032373	FBtr0080255
FBgn0032374	FBtr0335472
FBgn0032375	FBtr0300384
FBgn0032376	FBtr0080265
FBgn0032377	FBtr0080264
FBgn0032378	FBtr0333425
FBgn0032381	FBtr0080275
FBgn0032382	FBtr0473587
FBgn0032385	FBtr0342579
FBgn0032387	FBtr0310149
FBgn0032388	FBtr0089572
FBgn0032390	FBtr0080285
FBgn0032391	FBtr0080286
FBgn0032393	FBtr0080290
FBgn0032394	FBtr0080313
FBgn0032395	FBtr0080312
FBgn0032397	FBtr0080309
FBgn0032398	FBtr0080308
FBgn0032399	FBtr0342596
FBgn0032400	FBtr0080306
FBgn0032401	FBtr0342594
FBgn0032402	FBtr0080294
FBgn0032404	FBtr0080296
FBgn0032405	FBtr0305265
FBgn0032406	FBtr0080297
FBgn0032407	FBtr0342602
FBgn0032408	FBtr0080364
FBgn0032409	FBtr0080330
FBgn0032414	FBtr0080336
FBgn0032415	FBtr0080360
FBgn0032416	FBtr0080337
FBgn0032419	FBtr0080341
FBgn0032420	FBtr0080358
FBgn0032421	FBtr0080342
FBgn0032422	FBtr0331999
FBgn0032424	FBtr0080354
FBgn0032428	FBtr0080366
FBgn0032429	FBtr0333094
FBgn0032430	FBtr0080367
FBgn0032431	FBtr0080387
FBgn0032433	FBtr0333092
FBgn0032434	FBtr0080383
FBgn0032435	FBtr0080370
FBgn0032436	FBtr0080382
FBgn0032439	FBtr0308801
FBgn0032442	FBtr0080412
FBgn0032444	FBtr0080411
FBgn0032445	FBtr0340541
FBgn0032446	FBtr0300273
FBgn0032447	FBtr0340543
FBgn0032448	FBtr0080409
FBgn0032449	FBtr0340545
FBgn0032450	FBtr0080407
FBgn0032451	FBtr0329924
FBgn0032452	FBtr0080406
FBgn0032453	FBtr0080398
FBgn0032454	FBtr0332410
FBgn0032455	FBtr0301163
FBgn0032456	FBtr0090021
FBgn0032457	FBtr0080402
FBgn0032462	FBtr0273445
FBgn0032464	FBtr0080421
FBgn0032465	FBtr0080430
FBgn0032467	FBtr0301247
FBgn0032470	FBtr0336855
FBgn0032471	FBtr0080431
FBgn0032472	FBtr0345616
FBgn0032473	FBtr0080433
FBgn0032474	FBtr0329989
FBgn0032475	FBtr0289981
FBgn0032476	FBtr0080435
FBgn0032477	FBtr0080436
FBgn0032478	FBtr0080437
FBgn0032479	FBtr0305555
FBgn0032480	FBtr0080438
FBgn0032481	FBtr0080488
FBgn0032482	FBtr0080439
FBgn0032483	FBtr0080487
FBgn0032484	FBtr0334757
FBgn0032485	FBtr0080484
FBgn0032486	FBtr0080444
FBgn0032487	FBtr0334755
FBgn0032488	FBtr0080445
FBgn0032489	FBtr0080482
FBgn0032490	FBtr0080446
FBgn0032491	FBtr0273448
FBgn0032492	FBtr0080448
FBgn0032493	FBtr0080481
FBgn0032494	FBtr0334754
FBgn0032495	FBtr0080452
FBgn0032499	FBtr0080460
FBgn0032503	FBtr0329824
FBgn0032505	FBtr0345611
FBgn0032506	FBtr0302043
FBgn0032507	FBtr0080474
FBgn0032509	FBtr0080465
FBgn0032511	FBtr0080472
FBgn0032512	FBtr0080471
FBgn0032513	FBtr0342631
FBgn0032514	FBtr0080470
FBgn0032515	FBtr0080498
FBgn0032516	FBtr0080525
FBgn0032517	FBtr0080499
FBgn0032518	FBtr0080524
FBgn0032519	FBtr0342636
FBgn0032520	FBtr0342635
FBgn0032521	FBtr0080500
FBgn0032522	FBtr0080501
FBgn0032523	FBtr0080520
FBgn0032524	FBtr0080519
FBgn0032525	FBtr0080517
FBgn0032530	FBtr0080515
FBgn0032533	FBtr0080572
FBgn0032535	FBtr0080554
FBgn0032536	FBtr0100327
FBgn0032538	FBtr0080558
FBgn0032549	FBtr0301695
FBgn0032551	FBtr0080688
FBgn0032553	FBtr0304003
FBgn0032554	FBtr0479829
FBgn0032563	FBtr0080743
FBgn0032577	FBtr0080792
FBgn0032582	FBtr0305564
